ref_area.label,indicator.label,source.label,sex.label,time,obs_value,obs_status.label,note_indicator.label,note_source.label
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Female,2002,41.05,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Total,2003,36.54,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Male,2003,31.05,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Female,2003,42.08,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Total,2004,35.36,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Male,2004,29.69,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Female,2004,41.09,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Total,2005,34.26,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Male,2005,29.26,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Female,2005,39.31,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Total,2006,33.34,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Male,2006,28.23,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Female,2006,38.6,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Total,2007,32.58,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Male,2007,27.65,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Female,2007,37.77,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Total,2012,32.21,,,Data reference period: Third quarter | Population coverage: Excluding both institutional population and armed forces and/or conscripts
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Total,2013,31.97,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Male,2013,29.26,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Female,2013,34.7,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Total,2014,31.31,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Male,2014,28.76,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Female,2014,33.89,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Total,2015,30.5,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Male,2015,27.95,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Female,2015,33.07,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Total,2016,31.22,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Male,2016,28.59,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Female,2016,33.87,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Total,2017,31.01,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Male,2017,28.23,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Female,2017,33.82,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Total,2018,31.56,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Male,2018,28.99,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Female,2018,34.15,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Total,2019,32.46,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Male,2019,30.65,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Female,2019,34.28,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Total,2020,32.4,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Male,2020,30.98,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Female,2020,33.82,,,Repository: ILO-STATISTICS - Micro data processing
Zambia,"Share of youth not in employment, education or training (NEET) by sex (%)",ZMB - LFS - Labour Force Survey,Sex: Total,2008,12.94,,,
Zambia,"Share of youth not in employment, education or training (NEET) by sex (%)",ZMB - LFS - Labour Force Survey,Sex: Male,2008,9.19,,,
Zambia,"Share of youth not in employment, education or training (NEET) by sex (%)",ZMB - LFS - Labour Force Survey,Sex: Female,2008,16.42,,,
Zambia,"Share of youth not in employment, education or training (NEET) by sex (%)",ZMB - LFS - Labour Force Survey,Sex: Total,2017,43.53,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Zambia,"Share of youth not in employment, education or training (NEET) by sex (%)",ZMB - LFS - Labour Force Survey,Sex: Male,2017,36.43,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Zambia,"Share of youth not in employment, education or training (NEET) by sex (%)",ZMB - LFS - Labour Force Survey,Sex: Female,2017,49.51,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Zambia,"Share of youth not in employment, education or training (NEET) by sex (%)",ZMB - LFS - Labour Force Survey,Sex: Total,2018,43.05,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Zambia,"Share of youth not in employment, education or training (NEET) by sex (%)",ZMB - LFS - Labour Force Survey,Sex: Male,2018,37.3,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Zambia,"Share of youth not in employment, education or training (NEET) by sex (%)",ZMB - LFS - Labour Force Survey,Sex: Female,2018,48.22,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Zimbabwe,"Share of youth not in employment, education or training (NEET) by sex (%)",ZWE - LFS - Labour Force Survey,Sex: Total,2011,17.24,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Zimbabwe,"Share of youth not in employment, education or training (NEET) by sex (%)",ZWE - LFS - Labour Force Survey,Sex: Male,2011,11.02,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Zimbabwe,"Share of youth not in employment, education or training (NEET) by sex (%)",ZWE - LFS - Labour Force Survey,Sex: Female,2011,22.84,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Zimbabwe,"Share of youth not in employment, education or training (NEET) by sex (%)",ZWE - LFS - Labour Force Survey,Sex: Total,2014,16.56,,,Repository: ILO-STATISTICS - Micro data processing
Zimbabwe,"Share of youth not in employment, education or training (NEET) by sex (%)",ZWE - LFS - Labour Force Survey,Sex: Male,2014,11.15,,,Repository: ILO-STATISTICS - Micro data processing
Zimbabwe,"Share of youth not in employment, education or training (NEET) by sex (%)",ZWE - LFS - Labour Force Survey,Sex: Female,2014,21.77,,,Repository: ILO-STATISTICS - Micro data processing
Zimbabwe,"Share of youth not in employment, education or training (NEET) by sex (%)",ZWE - LFS - Labour Force Survey,Sex: Total,2019,44.77,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Zimbabwe,"Share of youth not in employment, education or training (NEET) by sex (%)",ZWE - LFS - Labour Force Survey,Sex: Male,2019,36.57,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
